0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	6.153846153846154188e-01
2.000000000000000000e+00	1.692307692307692402e-01
3.000000000000000000e+00	3.076923076923077094e-02
4.000000000000000000e+00	9.230769230769231282e-02
5.000000000000000000e+00	0.000000000000000000e+00
6.000000000000000000e+00	3.076923076923077094e-02
7.000000000000000000e+00	1.538461538461538547e-02
8.000000000000000000e+00	0.000000000000000000e+00
9.000000000000000000e+00	1.538461538461538547e-02
1.000000000000000000e+01	1.538461538461538547e-02
1.100000000000000000e+01	0.000000000000000000e+00
1.200000000000000000e+01	0.000000000000000000e+00
1.300000000000000000e+01	0.000000000000000000e+00
1.400000000000000000e+01	0.000000000000000000e+00
1.500000000000000000e+01	0.000000000000000000e+00
1.600000000000000000e+01	0.000000000000000000e+00
1.700000000000000000e+01	0.000000000000000000e+00
1.800000000000000000e+01	0.000000000000000000e+00
1.900000000000000000e+01	0.000000000000000000e+00
2.000000000000000000e+01	0.000000000000000000e+00
2.100000000000000000e+01	0.000000000000000000e+00
2.200000000000000000e+01	0.000000000000000000e+00
2.300000000000000000e+01	0.000000000000000000e+00
2.400000000000000000e+01	0.000000000000000000e+00
2.500000000000000000e+01	0.000000000000000000e+00
2.600000000000000000e+01	0.000000000000000000e+00
2.700000000000000000e+01	0.000000000000000000e+00
2.800000000000000000e+01	1.538461538461538547e-02
